iso3,country_name,year,start_date,start_date_accuracy,end_date,end_date_accuracy,event_name,hazard_category,hazard_category_name,hazard_sub_category,hazard_sub_category_name,hazard_type,hazard_type_name,hazard_sub_type,hazard_subtype_name,new_displacement,new_displacement_rounded,total_displacement,total_displacement_rounded,event_codes
LKA,Sri Lanka,2020,2020-09-07,Day,2020-09-09,Day,"Sri Lanka: Flood - Western (Gampaha/Wattala,Mahara,Kelaniya) - 06/09/2020",2,Weather related,3,Hydrological,10,Flood,13,,1176,1200,65,65,[]
LKA,Sri Lanka,2020,2020-09-07,Day,2020-09-09,Day,"Sri Lanka: Storm - Western (Colombo/Kotte,Moratuwa,Kaduwela) - 07/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,175,180,7,7,[]
USA,United States of America,2020,2020-09-07,Day,2020-09-09,Day,USA: Wildfire (244th Command) - Washington (Pierce County) - 07/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,100,100,16,16,[]
NGA,Nigeria,2020,2020-09-07,Day,2020-09-13,Day,Nigeria: Floods - Zamfara (Bakura) - 07/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,1710,1700,,,[]
USA,United States of America,2020,2020-09-07,Day,2020-09-13,Week,USA: Wildfire (Clackamas County Complex) - Oregon (Clackamas County) - 07/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,80000,80000,,,[]
USA,United States of America,2020,2020-09-07,Day,2020-09-14,Week,USA: Wildfire (Brattain) - Oregon (Lake County) - 07/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,626,630,3,3,[]
USA,United States of America,2020,2020-09-07,Day,2020-09-14,Week,USA: Wildfire (Pike Road) - Oregon (Tillamook County) - 07/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,838,840,,,[]
IDN,Indonesia,2020,2020-09-07,Day,2020-09-15,Day,Indonesia: Floods - Central Kalimantan (Seruyan) - 07/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,16308,16000,,,[]
USA,United States of America,2020,2020-09-08,Day,2020-09-09,Week,USA: Wildfire (Bordeaux Road) - Washington (Thurston County) - 08/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,475,480,13,13,[]
USA,United States of America,2020,2020-09-08,Day,2020-09-09,Week,USA: Wildfire (Echo Mountain & Kimberling Road Complex) - Oregon (Lincoln County) - 08/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,8756,8800,762,760,[]
USA,United States of America,2020,2020-09-08,Day,2020-09-09,Week,USA: Wildfire (Holiday Farm/McKenzie) - Oregon (Lane County) - 08/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,1121,1100,1121,1100,[]
USA,United States of America,2020,2020-09-08,Day,2020-09-09,Week,USA: Wildfire (Powerline) - Oregon (Washington County) - 08/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,1560,1600,,,[]
USA,United States of America,2020,2020-09-08,Day,2020-09-09,Week,"USA: Wildfire (Slater) - California (Siskiyou County), Oregon (Josephine County) - 08/09/2020",2,Weather related,2,Climatological,9,Wildfire,11,,4600,4600,525,520,[]
USA,United States of America,2020,2020-09-08,Day,2020-09-09,Week,USA: Wildfire (Sumner Grade) - Washington (Pierce County) - 08/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,9800,9800,26,26,[]
USA,United States of America,2020,2020-09-08,Day,2020-09-11,Week,USA: Wildfire (Chehalem Mountain Bald Peak) - Oregon (Washington and Yamhill) - 08/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,450,450,,,[]
USA,United States of America,2020,2020-09-08,Day,2020-09-14,Week,USA: Wildfire (Riverside) - Oregon (Clackamas County) - 08/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,122962,123000,148,150,[]
USA,United States of America,2020,2020-09-08,Day,2020-09-14,Week,USA: Wildfire (South Obenchain) - Oregon (Jackson County) - 10/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,4805,4800,86,86,[]
IDN,Indonesia,2020,2020-09-09,Day,2020-09-09,Day,Indonesia: Earthquake - North Sulawesi (Talaud Islands) - 09/09/2020,1,Geophysical,1,Geophysical,1,Earthquake,1,,101,100,101,100,[]
LKA,Sri Lanka,2020,2020-09-09,Day,2020-09-09,Day,Sri Lanka: Flood - North Western (Puttalam /Nattandiya) - 09/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,22,22,,,[]
PER,Peru,2020,2020-09-09,Day,2020-09-09,Day,Peru: Strong winds - Loreto (Manuel Clavero) - 09/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,[]
PER,Peru,2020,2020-09-09,Day,2020-09-09,Day,Peru: Strong winds - San Martin (Elias Soplin Vargas) - 09/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,27,27,27,27,[]
PER,Peru,2020,2020-09-09,Day,2020-09-09,Day,Peru: Strong winds - San Martin (Moyobamba) - 09/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,44,44,44,44,[]
PER,Peru,2020,2020-09-09,Day,2020-09-09,Day,Peru: Strong winds - San Martin (Posic) - 09/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,14,14,14,14,[]
USA,United States of America,2020,2020-09-09,Day,2020-09-09,Day,USA: Flood - Virginia (Wight County) - 09/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,10,10,,,[]
USA,United States of America,2020,2020-09-09,Week,2020-09-10,Week,USA: Wildfire (Almeda Drive) - Oregon (Jackson County) - 09/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,40408,40000,5980,6000,[]
USA,United States of America,2020,2020-09-09,Day,2020-09-10,Week,USA: Wildfire (Archie Creek) - Oregon (Douglas County) - 09/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,2500,2500,286,290,[]
CHN,China,2020,2020-09-09,Day,2020-09-19,Day,China: Floods - Guizhou - 09/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,4000,4000,4512,4500,[]
MYS,Malaysia,2020,2020-09-10,Day,2020-09-10,Day,Malaysia: Flash flood - Kuala Lumpur - 10/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,400,400,,,[]
MYS,Malaysia,2020,2020-09-10,Day,2020-09-10,Day,Malaysia: Flash flood - Penang (South Seberang Perai) - 10/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,160,160,,,[]
PER,Peru,2020,2020-09-10,Day,2020-09-10,Day,Peru: Strong Winds - Huanuco (Luyando) - 10/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,27,27,27,27,[]
MYS,Malaysia,2020,2020-09-10,Day,2020-09-12,Day,"Malaysia: Flash flood - Perak (Kampar, Kerian, Kuala Kangsar) - 10/09/2020",2,Weather related,3,Hydrological,10,Flood,13,,45,45,,,[]
MEX,Mexico,2020,2020-09-11,Day,2020-09-11,Day,Mexico: Floods - San Luís Potosí (Tamazunchale) - 11/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,122,120,,,[]
VNM,Viet Nam,2020,2020-09-11,Day,2020-09-11,Day,Viet Nam: Tornado - Mekong Delta (Vinh Long/Long Ho) - 11/09/2020,2,Weather related,4,Meteorological,14,Storm,23,,43,43,43,43,[]
USA,United States of America,2020,2020-09-11,Day,2020-09-18,Day,USA: Hurricane Sally - 11/09/2020,2,Weather related,4,Meteorological,14,Storm,24,,2214,2200,,,[]
PER,Peru,2020,2020-09-12,Day,2020-09-12,Day,Peru: Strong winds - Puno (San Gaban) - 12/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,21,21,21,21,[]
USA,United States of America,2020,2020-09-12,Day,2020-09-13,Day,USA: Wildfire (Battle Creek 2) - Utah (Utah County) - 12/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,88,88,,,[]
VNM,Viet Nam,2020,2020-09-12,Day,2020-09-13,Day,Viet Nam: Cyclone - Northeast (An Giang) - 12/09/2020,2,Weather related,4,Meteorological,14,Storm,24,,151,150,151,150,[]
VNM,Viet Nam,2020,2020-09-12,Day,2020-09-13,Day,Viet Nam: Cyclone - Northeast (Ha Giang) - 12/09/2020,2,Weather related,4,Meteorological,14,Storm,24,,40,40,40,40,[]
VNM,Viet Nam,2020,2020-09-12,Day,2020-09-13,Day,Viet Nam: Cyclone - Northeast (Thai Nguyen) - 12/09/2020,2,Weather related,4,Meteorological,14,Storm,24,,54,54,54,54,[]
TUN,Tunisia,2020,2020-09-12,Day,2020-09-14,Week,"Tunisia: Floods -  Monastir, Sousse, Mahdia, Sfax, Tunis,  Mehdia, Sidi Bouzid - 12/09/2020",2,Weather related,3,Hydrological,10,Flood,13,,10000,10000,,,['FF-2020-000204-TUN']
CPV,Cabo Verde,2020,2020-09-12,Day,2020-09-19,Day,Cabo Verde: Floods - Praia - 12/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,750,750,,,[]
COL,Colombia,2020,2020-09-13,Day,2020-09-13,Day,Colombia: Landslide - Magdalena (Santa Marta) - 13/09/2020,2,Weather related,3,Hydrological,11,Mass Movement,15,,140,140,,,[]
ESP,Spain,2020,2020-09-13,Day,2020-09-13,Day,Spain: Wildfire - Galicia (Monterrei-Cualedro) - 13/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,200,200,,,[]
FRA,France,2020,2020-09-13,Day,2020-09-13,Day,"France: Wildfires - (Centre-Val de Loire, Provence-Alpes-Côte d'Azur, Nouvelle-Aquitaine) - 13/08/2020",2,Weather related,2,Climatological,9,Wildfire,11,,30,30,,,[]
MEX,Mexico,2020,2020-09-13,Day,2020-09-13,Day,Mexico: Floods - Hidalgo (Tepehuacán) - 13/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,67,67,,,[]
MMR,Myanmar,2020,2020-09-13,Day,2020-09-13,Day,Myanmar: Flash flood - Sagaing (Wuntho) - 13/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,9,9,,,[]
PER,Peru,2020,2020-09-13,Day,2020-09-13,Day,Peru: Strong winds - San Martin (Campanilla) - 13/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,10,10,10,10,[]
PER,Peru,2020,2020-09-13,Day,2020-09-13,Day,Peru: Strong winds - San Martin (La banda del Shilcayo) - 13/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,[]
PER,Peru,2020,2020-09-13,Day,2020-09-13,Day,Peru: Strong winds - San Martin (Pachiza) - 13/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,17,17,17,17,[]
USA,United States of America,2020,2020-09-13,Day,2020-09-13,Day,USA: Flash Floods - Tennessee (Maury County) - 13/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,15,15,,,[]
MEX,Mexico,2020,2020-09-13,Day,2020-09-14,Day,Mexico: Flood - Durango (Coneto de Comonfort) - 13/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,300,300,,,[]
MEX,Mexico,2020,2020-09-13,Day,2020-09-14,Day,Mexico: Floods - Durango (Mapimí) - 13/08/2020,2,Weather related,3,Hydrological,10,Flood,13,,49,49,,,[]
VNM,Viet Nam,2020,2020-09-13,Day,2020-09-14,Day,Viet Nam: Cyclone - Northeast (An Giang) - 13/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,11,11,11,11,[]
IDN,Indonesia,2020,2020-09-13,Day,2020-09-15,Day,Indonesia: Riverine Flood - Central Sulawesi (Donggala) - 13/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,901,900,,,[]
BMU,Bermuda,2020,2020-09-14,Day,2020-09-14,Day,Bermuda: Hurricane Paulette - 14/09/2020,2,Weather related,4,Meteorological,14,Storm,24,,50,50,,,[]
PHL,Philippines,2020,2020-09-14,Day,2020-09-14,Day,Philippines: Flash flood - Sultan Kudarat (Bagumbayan) - 14/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,25,25,,,[]
MEX,Mexico,2020,2020-09-14,Day,2020-09-16,Day,Mexico: Floods - Durango (5 de Mayo) - 16/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,60,60,,,[]
MYS,Malaysia,2020,2020-09-14,Day,2020-09-16,Day,Malaysia: Flood - Sarawak -14/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,182,180,,,[]
NGA,Nigeria,2020,2020-09-14,Day,2020-09-20,Day,"Nigeria: Floods - Zamfara (Bundugu, Shinkafi LGAs) - 14/09/2020",2,Weather related,3,Hydrological,10,Flood,13,,286,290,,,[]
IDN,Indonesia,2020,2020-09-15,Day,2020-09-15,Day,Indonesia: Riverine Flood - Central Sulawesi (Parigi Moutong) - 15/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,11,11,11,11,[]
IDN,Indonesia,2020,2020-09-15,Day,2020-09-15,Day,Indonesia: Storm - North Sumatra (Deli Serdang Regency) - 15/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,51,51,51,51,[]
PHL,Philippines,2020,2020-09-15,Day,2020-09-15,Day,Philippines: Flash flood - Sultan Kudarat (Palimbang) - 15/09/2020 ,2,Weather related,3,Hydrological,10,Flood,13,,2075,2100,,,[]
PHL,Philippines,2020,2020-09-15,Day,2020-09-15,Day,Philippines: Flash flood - Zamboanga (Zamboanga city) - 15/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,268,270,,,[]
PHL,Philippines,2020,2020-09-15,Day,2020-09-15,Day,Philippines: Flood - Culasi (Antique) - 15/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,30,30,,,[]
HND,Honduras,2020,2020-09-15,Day,2020-09-16,Day,Honduras: Floods - Copán (Santa Rosa de Copán) - 22/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,99,99,,,[]
PHL,Philippines,2020,2020-09-15,Day,2020-09-17,Day,Philippines: Southwest Monsoon enhanced by Tropical Storm Leon - Occidental Mindoro (Magsaysay) - 15/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,29,29,,,[]
MMR,Myanmar,2020,2020-09-16,Day,2020-09-16,Day,Myanmar: Landslide - Mandalay (Mogok) - 16/09/2020,2,Weather related,3,Hydrological,11,Mass Movement,15,,133,130,110,110,[]
NZL,New Zealand,2020,2020-09-16,Day,2020-09-16,Day,New Zealand: Grassfire - Hawke's Bay (Mahia) - 16/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,5,5,,,[]
HND,Honduras,2020,2020-09-17,Day,2020-09-17,Day,Honduras: Floods - Cortés (Potrerillos) - 17/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,194,190,,,[]
NIC,Nicaragua,2020,2020-09-17,Day,2020-09-17,Day,Nicaragua: Tornado - Managua - 17/09/2020,2,Weather related,4,Meteorological,14,Storm,23,,24,24,24,24,[]
KHM,Cambodia,2020,2020-09-17,Day,2020-09-20,Week,"Cambodia, Viet Nam, Myanmar, Thailand: Tropical Storm NOUL - 17/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,475,480,258,260,['FL-2020-000210-VNM']
MMR,Myanmar,2020,2020-09-17,Day,2020-09-20,Week,"Cambodia, Viet Nam, Myanmar, Thailand: Tropical Storm NOUL - 17/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,1012,1000,1012,1000,['FL-2020-000210-VNM']
THA,Thailand,2020,2020-09-17,Day,2020-09-20,Week,"Cambodia, Viet Nam, Myanmar, Thailand: Tropical Storm NOUL - 17/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,48,48,,,['FL-2020-000210-VNM']
VNM,Viet Nam,2020,2020-09-17,Day,2020-09-20,Week,"Cambodia, Viet Nam, Myanmar, Thailand: Tropical Storm NOUL - 17/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,55202,55000,47,47,['FL-2020-000210-VNM']
USA,United States of America,2020,2020-09-17,Day,2020-09-27,Day,USA: Wildfire (Mullen) - Wyoming (Albany and Carbon Counties) - 17/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,1440,1400,83,83,[]
COL,Colombia,2020,2020-09-18,Day,2020-09-18,Day,Colombia: Flood - Antioquia (Medellín) - 18/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,109,110,,,[]
LKA,Sri Lanka,2020,2020-09-18,Day,2020-09-19,Day,"Sri Lanka: Storm - Sabaragamuwa (Rathnapura/Kahawatta, Weligapola) - 18/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,[]
GRC,Greece,2020,2020-09-18,Day,2020-09-20,Day,Greece - Cyclone Ianos - Karditsa and Central Regions - 18/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,600,600,,,[]
LKA,Sri Lanka,2020,2020-09-18,Day,2020-09-20,Day,"Sri Lanka: Storm - Central (Kandy/Harispattuwa, Gangawata Korale) - 18/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,10,10,10,10,[]
VNM,Viet Nam,2020,2020-09-18,Day,2020-09-20,Day,"Viet Nam: Thunderstorm - Mekong Delta (Ca Mau, Kien Giang) - 18/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,61,61,61,61,[]
MMR,Myanmar,2020,2020-09-18,Day,2020-09-21,Day,Myanmar: Flood - Tanintharyi (Launglon) - 18/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,285,280,9,9,[]
FRA,France,2020,2020-09-19,Day,2020-09-19,Day,France: Floods - Occitanie (Anduze) - 19/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,3400,3400,,,[]
LKA,Sri Lanka,2020,2020-09-19,Day,2020-09-19,Day,Sri Lanka: Storm - Sabaragamuwa (Kegalle/ Galigamuwa) - 19/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,[]
PER,Peru,2020,2020-09-19,Day,2020-09-19,Day,Peru: Storm - Huanuco (Pueblo Nuevo) - 19/09/2020,2,Weather related,4,Meteorological,14,Storm,19,,3,3,3,3,[]
FRA,France,2020,2020-09-19,Day,2020-09-21,Day,France: Floods - Occitanie (Valleraugue) - 19/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,420,420,,,[]
LKA,Sri Lanka,2020,2020-09-19,Day,2020-09-27,Day,"Sri Lanka: Storm - Central (Kandy/Yatinuwara, Kundasake, Panwila) - 19/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,42,42,42,42,[]
IDN,Indonesia,2020,2020-09-20,Day,2020-09-20,Day,Indonesia: Storm - West Kalimantan (Singkawang city) - 20/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,22,22,22,22,[]
IRN,Iran (Islamic Republic of),2020,2020-09-20,Day,2020-09-21,Day,Iran: Flood - Gilan (Talesh County/ 6 villages) - 20/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,7,7,79,79,[]
BDI,Burundi,2020,2020-09-21,Day,2020-09-21,Day,Burundi: Strong winds- Muyinga- 21/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,245,240,,,[]
IDN,Indonesia,2020,2020-09-21,Day,2020-09-21,Day,Indonesia: Flash Flood - West Java (Sukabumi Regency) - 21/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,210,210,297,300,[]
IDN,Indonesia,2020,2020-09-21,Day,2020-09-22,Week,Indonesia: Flooding - DKI Jakarta - 21/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,104,100,,,[]
MYS,Malaysia,2020,2020-09-21,Day,2020-09-22,Day,Malaysia: Flash flood - Negeri Sembilan (Seremban) - 21/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,39,39,,,[]
NGA,Nigeria,2020,2020-09-21,Day,2020-09-27,Day,Nigeria: Floods - Katsina (Ingawa) - 21/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,176,180,,,[]
NGA,Nigeria,2020,2020-09-21,Day,2020-09-27,Day,Nigeria: Floods - Nasarawa - 21/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,138,140,,,[]
ARG,Argentina,2020,2020-09-22,Week,2020-09-22,Day,Argentina: Wildfire - Cordoba (Villa Carlos Paz) - 22/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,26,26,,,[]
IDN,Indonesia,2020,2020-09-22,Day,2020-09-22,Day,Indonesia: Storm - North Sumatra (Pakpak Bharat Regency) - 22/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,550,550,550,550,[]
PER,Peru,2020,2020-09-22,Day,2020-09-22,Day,Peru: Strong Winds - Huanuco (Yacus) - 22/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,[]
PHL,Philippines,2020,2020-09-22,Day,2020-09-22,Day,Philippines: Tornado - Sultan Kudarat (Lambayong) - 22/09/2020,2,Weather related,4,Meteorological,14,Storm,23,,80,80,,,[]
IND,India,2020,2020-09-22,Day,2020-09-23,Day,India: Flash flood - Maharashtra (Mumbai) - 22/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,50,50,,,[]
TZA,United Republic of Tanzania,2020,2020-09-23,Week,2020-09-23,Week,Tanzania: Storm- Mara Region (Tarime district)- 23/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,100,100,100,100,[]
IDN,Indonesia,2020,2020-09-23,Day,2020-09-24,Day,Indonesia: Flood - Central Sulawesi (Palu City) - 23/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,27,27,,,[]
IDN,Indonesia,2020,2020-09-24,Day,2020-09-24,Day,Indonesia: Riverine Flood - Central Sulawesi (Parigi Moutong) - 24/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,11,11,11,11,[]
MMR,Myanmar,2020,2020-09-24,Day,2020-09-25,Day,Myanmar: Flood - Shan East (Mong Hsat) - 24/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,8,8,,,[]
VNM,Viet Nam,2020,2020-09-24,Day,2020-09-28,Day,"Viet Nam: Landslide - Mekong Delta (Ca Mau), Northeast (An Giang) - 24/09/2020",2,Weather related,3,Hydrological,11,Mass Movement,15,,32,32,32,32,[]
COD,Democratic Republic of the Congo,2020,2020-09-25,Week,2020-09-25,Day,DRC: Floods - South Kivu (Fizi territory)- 25/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,652,650,,,[]
COD,Democratic Republic of the Congo,2020,2020-09-25,Week,2020-09-25,Day,"DRC: Overflow of Ubangi river - North Ubangi (Nganza commune, Gbadolite)- 25/09/2020",2,Weather related,3,Hydrological,10,Flood,13,,57,57,,,[]
IDN,Indonesia,2020,2020-09-25,Day,2020-09-25,Day,Indonesia: Storm - West Kalimantan (Ketapang Regency) - 25/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,4,4,4,4,[]
MMR,Myanmar,2020,2020-09-25,Week,2020-09-28,Week,"Myanmar: Flood - Kachin (Hpakant, Myitkyina) - 25/09/2020",2,Weather related,3,Hydrological,10,Flood,13,,2875,2900,106,110,[]
MMR,Myanmar,2020,2020-09-26,Day,2020-09-26,Day,Myanmar: Flood - Shan North (Hseni) - 26/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,243,240,,,[]
ARG,Argentina,2020,2020-09-27,Day,2020-09-27,Day,Argentina: Wildfires - Cordoba  (Valle de Punilla) - 27/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,64,64,,,[]
BGD,Bangladesh,2020,2020-09-27,Day,2020-09-27,Day,Bangladesh: Tangon river overflowing - Rangpur (Thakurgaon) - 27/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,4200,4200,,,[]
PER,Peru,2020,2020-09-27,Day,2020-09-27,Day,Peru: Hailstorm - Cajamarca (Bambamarca) - 27/09/2020,2,Weather related,4,Meteorological,14,Storm,19,,21,21,21,21,[]
PER,Peru,2020,2020-09-27,Day,2020-09-27,Day,Peru: Strong Winds - San Martin (Tabalosos) - 27/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,[]
PER,Peru,2020,2020-09-27,Day,2020-09-27,Day,Peru: Strong winds - San Martin (Nuevo Progreso) - 27/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,21,21,21,21,[]
USA,United States of America,2020,2020-09-27,Day,2020-09-28,Week,USA: Wildfire (Zogg) - California (Shasta County) - 27/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,2500,2500,268,270,[]
IDN,Indonesia,2020,2020-09-27,Day,2020-09-29,Day,Indonesia: Floods - North Kalimantan (Nunukan Regency) - 27/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,199,200,,,[]
USA,United States of America,2020,2020-09-27,Day,2020-10-20,Day,USA: Wildfire (Glass) - California (Napa and Sonoma Counties) - 27/09/2020,2,Weather related,2,Climatological,9,Wildfire,11,,61276,61000,1698,1700,[]
NIC,Nicaragua,2020,2020-09-28,Day,2020-09-28,Day,Nicaragua: Floods - Matagalpa - 28/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,648,650,,,[]
PER,Peru,2020,2020-09-28,Day,2020-09-28,Day,Peru: Floods - San Martin (Alto Biavo) - 28/09/2020,2,Weather related,4,Meteorological,14,Storm,19,,21,21,21,21,[]
PER,Peru,2020,2020-09-28,Day,2020-09-28,Day,Peru: Strong Winds - San Martin (Agua Blanca) - 28/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,10,10,10,10,[]
